OBJECT_ID,S_INFO_WINDCODE,S_INFO_CODE,S_INFO_NAME,S_INFO_SCCODE,S_INFO_CALLPUT,S_INFO_STRIKEPRICE,S_INFO_MONTH,S_INFO_MATURITYDATE,S_INFO_FTDATE,S_INFO_LASTTRADINGDATE,S_INFO_EXERCISINGEND,S_INFO_LDDATE,S_INFO_LPRICE,S_INFO_TRADE,S_INFO_EXCODE,S_INFO_EXNAME,S_INFO_COUNIT,OPDATE,OPMODE
{553B97AA-6D5C-4397-ABB9-79616B95EF4F},10012262.SH,10012262,华夏上证50ETF期权2703认沽2.80,510050OP.SH,708002000,2.8000,202703,20270324,20260729,20270324,20270324,20270325,0.0967,1,510050P2703M02800,50ETF沽3月2800,10000.0000,2026-07-29,0
{7942A312-2905-4315-8FF2-2A5138FFD55F},10012261.SH,10012261,华夏上证50ETF期权2703认购2.80,510050OP.SH,708001000,2.8000,202703,20270324,20260729,20270324,20270324,20270325,0.2775,1,510050C2703M02800,50ETF购3月2800,10000.0000,2026-07-29,0
{31785D94-C5A7-4DDB-80EF-63E8045E47A2},10012167.SH,10012167,华夏上证50ETF期权2703认购3.10,510050OP.SH,708001000,3.1000,202703,20270324,20260723,20270324,20270324,20270325,0.1589,1,510050C2703M03100,50ETF购3月3100,10000.0000,2026-07-23,0
{6CE20218-9E94-4942-B98D-A56F4250E82F},10012178.SH,10012178,华夏上证50ETF期权2703认沽3.30,510050OP.SH,708002000,3.3000,202703,20270324,20260723,20270324,20270324,20270325,0.3549,1,510050P2703M03300,50ETF沽3月3300,10000.0000,2026-07-23,0
{3F7A322E-85B4-490A-9BEF-9D8E72C6A191},10012164.SH,10012164,华夏上证50ETF期权2703认购2.90,510050OP.SH,708001000,2.9000,202703,20270324,20260723,20270324,20270324,20270325,0.2457,1,510050C2703M02900,50ETF购3月2900,10000.0000,2026-07-23,0
{346EC6B8-4A16-4CE8-BA8C-634AFAD084C8},10012168.SH,10012168,华夏上证50ETF期权2703认购3.20,510050OP.SH,708001000,3.2000,202703,20270324,20260723,20270324,20270324,20270325,0.1234,1,510050C2703M03200,50ETF购3月3200,10000.0000,2026-07-23,0
{0D660E13-4386-46AA-9B30-B77E27D04540},10012171.SH,10012171,华夏上证50ETF期权2703认购3.50,510050OP.SH,708001000,3.5000,202703,20270324,20260723,20270324,20270324,20270325,0.0625,1,510050C2703M03500,50ETF购3月3500,10000.0000,2026-07-23,0
{2FD097BD-5E0E-46DE-AA55-19F35D89236E},10012174.SH,10012174,华夏上证50ETF期权2703认沽2.95,510050OP.SH,708002000,2.9500,202703,20270324,20260723,20270324,20270324,20270325,0.1350,1,510050P2703M02950,50ETF沽3月2950,10000.0000,2026-07-23,0
{110AE97A-9783-45E0-AE53-6B65927D98A1},10012163.SH,10012163,华夏上证50ETF期权2703认购2.85,510050OP.SH,708001000,2.8500,202703,20270324,20260723,20270324,20270324,20270325,0.2922,1,510050C2703M02850,50ETF购3月2850,10000.0000,2026-07-23,0
{2A3BF996-1799-40E5-A2E8-004244005E73},10012176.SH,10012176,华夏上证50ETF期权2703认沽3.10,510050OP.SH,708002000,3.1000,202703,20270324,20260723,20270324,20270324,20270325,0.2139,1,510050P2703M03100,50ETF沽3月3100,10000.0000,2026-07-23,0
{0D9FE32A-EF9B-4ECC-A37F-612A7365E735},10012169.SH,10012169,华夏上证50ETF期权2703认购3.30,510050OP.SH,708001000,3.3000,202703,20270324,20260723,20270324,20270324,20270325,0.0961,1,510050C2703M03300,50ETF购3月3300,10000.0000,2026-07-23,0
{62ABF621-78F1-483F-BA5F-0D94A860EA57},10012175.SH,10012175,华夏上证50ETF期权2703认沽3.00,510050OP.SH,708002000,3.0000,202703,20270324,20260723,20270324,20270324,20270325,0.1590,1,510050P2703M03000,50ETF沽3月3000,10000.0000,2026-07-23,0
